EmployeeId,Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
1125,33,,1111,5,1,1,2,61,3,2,4,9998,19293,6,13,3,1,80,0,8,2,4,5,4,1,2,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
1126,30,,641,25,2,1,4,85,3,2,3,4736,6069,7,12,3,2,80,1,4,2,4,2,2,2,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
1127,37,,446,1,4,1,2,65,3,2,2,6447,15701,6,12,3,2,80,1,8,2,2,6,5,4,3,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1128,29,,665,15,3,1,3,60,3,1,4,2340,22673,1,19,3,1,80,0,6,1,3,6,5,1,5,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1130,24,,1287,7,3,1,1,55,3,1,3,2886,14168,1,16,3,4,80,1,6,4,3,6,3,1,2,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
1131,51,,632,21,4,1,3,71,3,2,4,5441,8423,0,22,4,4,80,0,11,2,1,10,7,1,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
1132,45,,1457,7,3,1,1,83,3,1,3,4477,20100,4,19,3,3,80,1,7,2,2,3,2,0,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
1135,44,,621,15,3,1,1,73,3,3,4,7978,14075,1,11,3,4,80,1,10,2,3,10,7,0,5,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1136,40,,791,2,2,1,3,38,4,2,2,4244,9931,1,24,4,4,80,1,8,2,3,8,7,3,7,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1137,34,,1397,1,5,1,2,42,3,1,4,2691,7660,1,12,3,4,80,1,10,4,2,10,9,8,8,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1138,56,,1255,1,2,1,1,90,3,1,1,2066,10494,2,22,4,4,80,1,5,3,4,3,2,1,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1140,33,,924,2,3,1,3,78,3,1,4,2496,6670,4,11,3,4,80,0,7,3,3,1,1,0,0,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
1141,55,,177,8,1,1,4,37,2,4,2,13577,25592,1,15,3,4,80,1,34,3,3,33,9,15,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1142,46,,406,3,1,1,1,52,3,4,3,17465,15596,3,12,3,4,80,1,23,3,3,12,9,4,9,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1143,27,,210,1,1,1,3,73,3,2,2,6349,22107,0,13,3,4,80,1,6,0,3,5,4,1,4,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
1144,45,,364,25,3,1,2,83,3,5,2,18061,13035,3,22,4,3,80,0,22,4,3,0,0,0,0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1145,55,,1136,1,4,1,2,81,4,4,4,14732,12414,2,13,3,4,80,2,31,4,4,7,7,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1146,27,,1291,11,3,1,3,98,4,1,4,2534,6527,8,14,3,2,80,1,5,4,3,1,0,0,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1148,28,,760,2,4,1,2,81,3,2,2,4779,3698,1,20,4,1,80,0,8,2,3,8,7,7,5,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
1149,42,,462,14,2,1,3,68,2,2,3,6244,7824,7,17,3,1,80,0,10,6,3,5,4,0,3,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1151,29,,992,1,3,1,3,85,3,1,3,2058,19757,0,14,3,4,80,0,7,1,2,6,2,1,5,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
1153,29,,942,15,1,1,2,69,1,1,4,2168,26933,0,18,3,1,80,1,6,2,2,5,4,1,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
1154,47,,703,14,4,1,4,42,3,2,1,4960,11825,2,12,3,4,80,0,20,2,3,7,7,1,7,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
1155,32,,116,13,3,1,3,77,2,1,2,2743,7331,1,20,4,3,80,1,2,2,3,2,2,2,2,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
1156,24,,1448,1,1,1,1,62,3,1,2,3202,21972,1,16,3,2,80,0,6,4,3,5,3,1,4,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True
1157,34,,404,2,4,1,3,98,3,2,4,6687,6163,1,11,3,4,80,0,14,2,4,14,11,4,11,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1158,37,,799,1,3,1,2,59,3,3,4,7491,23848,4,17,3,4,80,0,12,3,4,6,5,1,2,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1159,32,,976,26,4,1,3,100,3,2,4,4465,12069,0,18,3,1,80,0,4,2,3,3,2,2,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
1160,27,,1130,8,4,1,2,56,3,2,2,6214,3415,1,18,3,1,80,1,8,3,3,8,7,0,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1162,42,,269,2,3,1,4,56,2,1,1,2593,8007,0,11,3,3,80,1,10,4,3,9,6,7,8,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1164,38,,243,7,4,1,4,46,2,2,4,4028,7791,0,20,4,1,80,0,8,2,3,7,7,0,5,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1166,49,,1091,1,2,1,3,90,2,4,3,13964,17810,7,12,3,4,80,0,25,2,3,7,1,0,7,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
1168,34,,216,1,4,1,2,75,4,2,4,9725,12278,0,11,3,4,80,1,16,2,2,15,1,0,9,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1170,40,,580,5,4,1,4,48,2,3,1,10475,23772,5,21,4,3,80,1,20,2,3,18,13,1,12,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
1171,38,,1490,2,2,1,4,42,3,1,4,1702,12106,1,23,4,3,80,1,1,3,3,1,0,0,0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
1172,27,,443,3,3,1,4,50,3,1,4,1706,16571,1,11,3,3,80,3,0,6,2,0,0,0,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1174,38,,1327,2,2,1,4,39,2,2,4,5249,19682,3,18,3,4,80,1,13,0,3,8,7,7,5,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
1175,47,,1482,5,5,1,4,42,3,5,3,18300,16375,4,11,3,2,80,1,21,2,3,3,2,1,1,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
1176,38,,1084,29,3,1,4,54,3,2,4,6261,4185,3,18,3,1,80,1,9,3,1,7,7,1,7,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False
1177,30,,438,18,3,1,1,75,3,1,3,2632,23910,1,14,3,3,80,0,5,4,2,5,4,0,4,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1178,28,,773,6,3,1,3,39,2,1,3,2703,22088,1,14,3,4,80,1,3,2,3,3,1,0,2,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1179,27,,798,6,4,1,1,66,2,1,3,2187,5013,0,12,3,3,80,2,6,5,2,5,3,0,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1180,46,,991,1,2,1,4,44,3,1,1,3423,22957,6,12,3,3,80,0,10,3,4,7,6,5,7,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1181,40,,1479,24,3,1,2,100,4,4,2,13194,17071,4,16,3,4,80,0,22,2,2,1,0,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
1182,55,,282,2,2,1,4,58,1,5,3,19187,6992,4,14,3,4,80,1,23,5,3,19,9,9,11,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1183,26,,1349,23,3,1,1,90,3,1,4,2886,3032,1,22,4,2,80,2,3,3,1,3,2,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1184,35,,636,4,4,1,4,47,2,1,4,2376,26537,1,13,3,2,80,1,2,2,4,2,2,2,2,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False
1185,42,,622,2,4,1,3,81,3,2,4,4089,5718,1,13,3,2,80,2,10,4,3,10,2,2,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1186,40,,107,10,3,1,2,84,2,2,2,6852,11591,7,12,3,2,80,1,7,2,4,5,1,1,3,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1187,19,,1181,3,1,1,2,79,3,1,2,1483,16102,1,14,3,4,80,0,1,3,3,1,0,0,0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1189,39,,592,2,3,1,1,54,2,1,1,3646,17181,2,23,4,2,80,0,11,2,4,1,0,0,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
1191,49,,1490,7,4,1,3,35,3,3,2,10466,20948,3,14,3,2,80,2,29,3,3,8,7,0,7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1192,20,,959,1,3,1,4,83,2,1,2,2836,11757,1,13,3,4,80,0,1,0,4,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1193,32,,906,7,3,1,4,91,2,2,3,5484,16985,1,14,3,3,80,1,13,3,2,13,8,4,8,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
1194,36,,635,10,4,1,2,32,3,3,4,9980,15318,1,14,3,4,80,0,10,3,2,10,3,9,7,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
1195,43,,394,26,2,1,3,92,3,4,4,16959,19494,1,12,3,4,80,2,25,3,4,25,12,4,12,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
1196,26,,575,1,2,1,1,71,1,1,4,4364,5288,3,14,3,1,80,1,5,2,3,2,2,2,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1197,27,,1420,2,1,1,3,85,3,1,1,3041,16346,0,11,3,2,80,1,5,3,3,4,3,0,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1198,42,,1474,5,2,1,2,97,3,1,3,2093,9260,4,17,3,4,80,1,8,4,3,2,2,2,0,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False
1199,34,,1326,3,3,1,4,81,1,2,1,4759,15891,3,18,3,4,80,0,15,2,3,13,9,3,12,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
1200,55,,267,13,4,1,1,85,4,4,3,13695,9277,6,17,3,3,80,0,24,2,2,19,7,3,8,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
1201,42,,1265,3,3,1,3,95,4,2,4,5231,23726,2,13,3,2,80,1,17,1,2,5,3,1,3,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
1203,33,,970,7,3,1,4,30,3,2,2,4302,13401,0,17,3,3,80,1,4,3,3,3,2,0,2,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1204,30,,1358,24,1,1,4,67,3,1,3,2693,13335,1,22,4,2,80,1,1,2,3,1,0,0,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1205,35,,982,1,4,1,4,58,2,1,3,2258,16340,6,12,3,2,80,1,10,2,3,8,0,1,7,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
1206,42,,647,4,4,1,2,45,3,2,1,5155,2253,7,13,3,4,80,0,9,3,4,6,4,1,5,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
1207,40,,1469,9,4,1,4,35,3,1,2,3617,25063,8,14,3,4,80,1,3,2,3,1,1,0,0,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1208,34,,304,2,3,1,4,60,3,2,4,6274,18686,1,22,4,3,80,0,6,5,3,6,5,1,4,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
1209,50,,1099,29,4,1,2,88,2,4,3,17046,9314,0,15,3,2,80,1,28,2,3,27,10,15,7,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1210,45,,1316,29,3,1,3,83,3,1,4,3452,9752,5,13,3,2,80,0,9,2,2,6,5,0,3,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1211,21,,156,12,3,1,3,90,4,1,2,2716,25422,1,15,3,4,80,0,1,0,3,1,0,0,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1212,37,,1017,1,2,1,3,83,2,1,1,3920,18697,2,14,3,1,80,1,17,2,2,3,1,0,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1213,33,,508,10,3,1,2,46,2,2,4,4682,4317,3,14,3,3,80,0,9,6,2,7,7,0,1,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
1216,47,,202,2,2,1,3,33,3,4,4,16752,12982,1,11,3,3,80,1,26,3,2,26,14,3,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
1217,30,,448,12,4,1,2,74,2,1,1,2033,14470,1,18,3,3,80,1,1,2,4,1,0,0,0,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
1218,27,,608,1,2,1,3,68,3,3,1,7412,6009,1,11,3,4,80,0,9,3,3,9,7,0,7,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1220,50,,881,2,4,1,1,98,3,4,1,17924,4544,1,11,3,4,80,1,31,3,3,31,6,14,7,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1221,29,,805,1,2,1,2,36,2,1,1,2319,6689,1,11,3,4,80,1,1,1,3,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
1222,36,,329,16,4,1,3,98,2,2,1,5647,13494,4,13,3,1,80,2,11,3,2,3,2,0,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1223,45,,1339,7,3,1,2,59,3,3,1,9724,18787,2,17,3,3,80,1,25,2,3,1,0,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1224,50,,562,8,2,1,2,50,3,2,3,6796,23452,3,14,3,1,80,1,18,4,3,4,3,1,3,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True
1227,33,,827,1,4,1,3,84,4,2,2,5488,20161,1,13,3,1,80,1,6,2,3,6,5,1,2,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1228,46,,150,2,4,1,4,60,3,2,4,7379,17433,2,11,3,3,80,1,12,3,2,6,3,1,4,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1231,54,,397,19,4,1,3,88,3,3,2,10725,6729,2,15,3,3,80,1,16,1,4,9,7,7,1,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
1232,47,,249,2,2,1,3,35,3,2,4,4537,17783,0,22,4,1,80,1,8,2,3,7,6,7,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
1233,33,,1216,8,4,1,3,39,3,2,3,7104,20431,0,12,3,4,80,0,6,3,3,5,0,1,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1234,35,,607,9,3,1,4,66,2,3,3,10685,23457,1,20,4,2,80,1,17,2,3,17,14,5,15,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
1235,39,,439,9,3,1,3,70,3,2,2,6782,8770,9,15,3,3,80,0,9,2,2,5,4,0,3,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
1236,38,,688,23,4,1,4,82,3,2,4,5745,18899,9,14,3,2,80,1,10,2,3,2,2,1,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1238,54,,1082,2,4,1,3,41,2,3,3,10686,8392,6,11,3,2,80,1,13,4,3,9,4,7,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1239,37,,1305,10,4,1,3,49,3,2,2,4197,21123,2,12,3,4,80,0,18,2,2,1,0,0,1,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True
1240,20,,805,3,3,1,1,87,2,1,3,3033,12828,1,12,3,1,80,0,2,2,2,2,2,1,2,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
1241,40,,720,16,4,1,1,51,2,2,3,5094,11983,6,14,3,4,80,0,10,6,3,1,0,0,0,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
1242,51,,237,9,3,1,4,83,3,5,2,19847,19196,4,24,4,1,80,1,31,5,2,29,10,11,10,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
1243,34,,658,7,3,1,1,66,1,2,3,6074,22887,1,24,4,4,80,0,9,3,3,9,7,0,6,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
1244,34,,401,1,3,1,4,86,2,1,2,3294,3708,5,17,3,1,80,1,7,2,2,5,4,0,2,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1245,42,,319,24,3,1,4,56,3,3,1,7406,6950,1,21,4,4,80,1,10,5,2,10,9,5,8,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
1249,30,,990,7,3,1,3,64,3,1,3,1274,7152,1,13,3,2,80,2,1,2,2,1,0,0,0,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
1251,50,,1452,11,3,1,3,53,3,5,2,19926,17053,3,15,3,2,80,0,21,5,3,5,4,4,4,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1253,31,,1082,1,4,1,3,87,3,1,2,2501,18775,1,17,3,2,80,0,1,4,3,1,1,1,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1255,41,,1200,22,3,1,4,75,3,2,4,5467,13953,3,14,3,1,80,2,12,4,2,6,2,3,3,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1257,41,,857,10,3,1,4,91,2,4,1,17181,12888,4,13,3,2,80,1,21,2,2,7,6,7,7,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1258,52,,1053,1,2,1,4,70,3,4,4,17099,13829,2,15,3,2,80,1,26,2,2,9,8,7,8,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1259,40,,523,2,3,1,3,98,3,2,4,4661,22455,1,13,3,3,80,0,9,4,3,9,8,8,8,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1260,49,,636,10,4,1,3,35,3,5,1,18665,25594,9,11,3,4,80,0,22,4,3,3,2,1,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
1261,27,,205,10,3,1,4,98,2,2,4,5769,7100,1,11,3,4,80,0,6,3,3,6,2,4,4,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
1262,38,,371,2,3,1,4,45,3,1,4,3944,4306,5,11,3,3,80,0,6,3,3,3,2,1,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True
1263,51,,541,2,3,1,2,52,3,3,2,10596,15395,2,11,3,2,80,0,14,5,3,4,2,3,2,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
1264,40,,896,2,3,1,3,68,3,1,3,2345,8045,2,14,3,3,80,1,8,3,4,3,1,1,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1265,29,,1401,6,1,1,2,54,3,1,4,3131,26342,1,13,3,1,80,1,10,5,3,10,8,0,8,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1266,40,,658,10,4,1,1,67,2,3,2,9705,20652,2,12,3,2,80,1,11,2,2,1,0,0,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1269,30,,317,2,3,1,3,43,1,2,4,6091,24793,2,20,4,3,80,0,11,2,3,5,4,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1271,29,,232,19,3,1,4,34,3,2,4,4262,22645,4,12,3,2,80,2,8,2,4,3,2,1,2,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1272,35,,662,1,5,1,3,94,3,3,2,7295,11439,1,13,3,1,80,2,10,3,3,10,8,0,6,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
1273,45,,1234,11,2,1,4,90,3,4,4,17650,5404,3,13,3,2,80,1,26,4,4,9,3,1,1,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1275,43,,1082,27,3,1,3,83,3,3,1,10820,11535,8,11,3,3,80,1,18,1,3,8,7,0,1,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1277,47,,359,2,4,1,1,82,3,4,3,17169,26703,3,19,3,2,80,2,26,2,4,20,17,5,6,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
1278,51,,1405,11,2,1,4,82,2,4,2,13142,24439,3,16,3,2,80,0,29,1,2,5,2,0,3,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1279,46,,566,7,2,1,4,75,3,3,3,10845,24208,6,13,3,2,80,1,13,3,3,8,7,0,7,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1280,44,,1376,1,2,1,2,91,2,3,1,10482,2326,9,14,3,4,80,1,24,1,3,20,6,3,6,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
1281,29,,694,1,3,1,4,87,2,4,4,16124,3423,3,14,3,2,80,2,9,2,2,7,7,1,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1282,46,,526,1,2,1,2,92,3,3,1,10453,2137,1,25,4,3,80,3,24,2,3,24,13,15,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1285,29,,341,1,3,1,2,48,2,1,3,2800,23522,6,19,3,3,80,3,5,3,3,3,2,0,2,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1286,40,,759,2,2,1,4,46,3,2,2,5715,22553,7,12,3,3,80,2,8,5,3,5,4,1,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1287,30,,334,26,4,1,3,52,2,2,1,6696,22967,5,15,3,3,80,0,9,5,2,6,3,0,1,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1288,42,,932,1,2,1,4,43,2,2,4,6062,4051,9,13,3,4,80,1,8,4,3,4,3,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
1289,41,,509,2,4,1,1,62,2,2,3,6811,2112,2,17,3,1,80,0,10,3,3,8,7,0,7,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
1291,42,,495,2,1,1,3,37,3,4,3,17861,26582,0,13,3,4,80,0,21,3,2,20,8,2,10,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
1292,25,,622,13,1,1,2,40,3,1,3,2096,26376,1,11,3,3,80,0,7,1,3,7,4,0,6,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False
1297,31,,1365,13,4,1,2,46,3,2,1,4233,11512,2,17,3,3,80,0,9,2,1,3,1,1,2,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1299,41,,483,6,3,1,4,95,2,2,2,6032,10110,6,15,3,4,80,0,8,3,3,5,4,1,2,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True
1300,36,,429,2,4,1,3,53,3,2,2,5410,2323,9,11,3,4,80,0,18,2,3,16,14,5,12,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
1301,38,,471,12,3,1,1,45,2,2,1,6288,4284,2,15,3,3,80,1,13,3,2,4,3,1,2,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1302,35,,1258,1,4,1,4,40,4,1,3,2506,13301,3,13,3,3,80,0,7,0,3,2,2,2,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1303,45,,1050,9,4,1,2,65,2,2,3,5593,17970,1,13,3,4,80,1,15,2,3,15,10,4,12,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1304,47,,217,3,3,1,4,49,3,4,3,13770,10225,9,12,3,4,80,2,28,2,2,22,2,11,13,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1305,56,,718,4,4,1,4,92,3,5,1,19943,18575,4,13,3,4,80,1,28,2,3,5,2,4,2,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
